x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-560.0E-03,-578.4E-03,+62.5E-03,+2.1098E+00,-2.2863E+00
-550.0E-03,-517.8E-03,+447.3E-03,+2.0824E+00,-2.2570E+00
-540.0E-03,-476.8E-03,+677.7E-03,+1.7328E+00,-1.8762E+00
-530.0E-03,-487.7E-03,+578.1E-03,+1.3148E+00,-1.4133E+00
-520.0E-03,-541.6E-03,+224.6E-03,+1.1332E+00,-1.2082E+00
-510.0E-03,-600.6E-03,-125.0E-03,+1.3266E+00,-1.4230E+00
-500.0E-03,-620.2E-03,-214.8E-03,+1.7484E+00,-1.8898E+00
-490.0E-03,-585.8E-03,+23.4E-03,+2.0922E+00,-2.2687E+00
-480.0E-03,-524.5E-03,+410.2E-03,+2.1078E+00,-2.2844E+00
-470.0E-03,-479.1E-03,+668.0E-03,+1.7836E+00,-1.9270E+00
-460.0E-03,-484.2E-03,+605.5E-03,+1.3559E+00,-1.4582E+00
-450.0E-03,-535.8E-03,+267.6E-03,+1.1391E+00,-1.2141E+00
-440.0E-03,-597.1E-03,-95.7E-03,+1.2914E+00,-1.3859E+00
-430.0E-03,-623.7E-03,-222.7E-03,+1.7055E+00,-1.8430E+00
-420.0E-03,-595.9E-03,-19.5E-03,+2.0746E+00,-2.2492E+00
-410.0E-03,-535.8E-03,+363.3E-03,+2.1371E+00,-2.3176E+00
-400.0E-03,-486.6E-03,+650.4E-03,+1.8461E+00,-1.9973E+00
-390.0E-03,-483.8E-03,+632.8E-03,+1.4125E+00,-1.5207E+00
-380.0E-03,-530.7E-03,+318.4E-03,+1.1566E+00,-1.2336E+00
-370.0E-03,-591.6E-03,-54.7E-03,+1.2602E+00,-1.3488E+00
-360.0E-03,-622.9E-03,-220.7E-03,+1.6508E+00,-1.7844E+00
-350.0E-03,-600.6E-03,-54.7E-03,+2.0395E+00,-2.2102E+00
-340.0E-03,-541.2E-03,+318.4E-03,+2.1430E+00,-2.3254E+00
-330.0E-03,-488.5E-03,+630.9E-03,+1.8871E+00,-2.0441E+00
-320.0E-03,-478.7E-03,+652.3E-03,+1.4555E+00,-1.5676E+00
-310.0E-03,-519.4E-03,+367.2E-03,+1.1625E+00,-1.2395E+00
-300.0E-03,-580.3E-03,-11.7E-03,+1.2172E+00,-1.3020E+00
-290.0E-03,-616.6E-03,-214.8E-03,+1.5805E+00,-1.7082E+00
-280.0E-03,-602.6E-03,-93.7E-03,+1.9887E+00,-2.1535E+00
-270.0E-03,-547.1E-03,+265.6E-03,+2.1410E+00,-2.3215E+00
-260.0E-03,-491.6E-03,+599.6E-03,+1.9301E+00,-2.0891E+00
-250.0E-03,-475.6E-03,+668.0E-03,+1.5063E+00,-1.6242E+00
-240.0E-03,-511.2E-03,+414.1E-03,+1.1781E+00,-1.2590E+00
-230.0E-03,-572.9E-03,+29.3E-03,+1.1879E+00,-1.2687E+00
-220.0E-03,-613.9E-03,-209.0E-03,+1.5258E+00,-1.6457E+00
-210.0E-03,-604.9E-03,-123.0E-03,+1.9457E+00,-2.1066E+00
-200.0E-03,-550.2E-03,+222.7E-03,+2.1352E+00,-2.3156E+00
-190.0E-03,-490.5E-03,+576.2E-03,+1.9574E+00,-2.1184E+00
-180.0E-03,-469.8E-03,+677.7E-03,+1.5395E+00,-1.6613E+00
-170.0E-03,-501.4E-03,+451.2E-03,+1.1859E+00,-1.2668E+00
-160.0E-03,-564.7E-03,+64.5E-03,+1.1586E+00,-1.2375E+00
-150.0E-03,-613.9E-03,-205.1E-03,+1.4770E+00,-1.5930E+00
-140.0E-03,-614.3E-03,-160.2E-03,+1.9145E+00,-2.0715E+00
-130.0E-03,-567.4E-03,+166.0E-03,+2.1527E+00,-2.3371E+00
-120.0E-03,-507.7E-03,+537.1E-03,+2.0258E+00,-2.1945E+00
-110.0E-03,-480.3E-03,+683.6E-03,+1.6273E+00,-1.7590E+00
-100.0E-03,-506.5E-03,+494.1E-03,+1.2484E+00,-1.3371E+00
-90.0E-03,-567.4E-03,+113.3E-03,+1.1703E+00,-1.2512E+00
-80.0E-03,-620.2E-03,-185.5E-03,+1.4535E+00,-1.5656E+00
-70.0E-03,-625.6E-03,-181.6E-03,+1.8891E+00,-2.0461E+00
-60.0E-03,-581.9E-03,+121.1E-03,+2.1645E+00,-2.3488E+00
-50.0E-03,-521.7E-03,+500.0E-03,+2.0805E+00,-2.2551E+00
-40.0E-03,-488.5E-03,+683.6E-03,+1.6996E+00,-1.8391E+00
-30.0E-03,-508.4E-03,+531.2E-03,+1.3051E+00,-1.3996E+00
-20.0E-03,-566.6E-03,+162.1E-03,+1.1820E+00,-1.2609E+00
-10.0E-03,-621.3E-03,-158.2E-03,+1.4242E+00,-1.5344E+00
+0.0E+00,-634.2E-03,-197.3E-03,+1.8559E+00,-2.0070E+00
+10.0E-03,-595.5E-03,+74.2E-03,+2.1625E+00,-2.3449E+00
+20.0E-03,-535.0E-03,+455.1E-03,+2.1273E+00,-2.3059E+00
+30.0E-03,-495.9E-03,+677.7E-03,+1.7719E+00,-1.9172E+00
