x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-5.0000E+00,-696.7E-03,-710.9E-03,-1.7496E+00,+2.0136E+00
-4.9900E+00,-695.5E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9800E+00,-695.2E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9700E+00,-695.5E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9600E+00,-695.9E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9500E+00,-695.9E-03,-710.9E-03,-1.7496E+00,+2.0136E+00
-4.9400E+00,-695.5E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9300E+00,-695.9E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9200E+00,-695.9E-03,-709.0E-03,-1.7496E+00,+2.0136E+00
-4.9100E+00,-696.7E-03,-710.9E-03,-1.7496E+00,+2.0136E+00
-4.9000E+00,-697.9E-03,-712.9E-03,-1.7496E+00,+2.0136E+00
-4.8900E+00,-697.1E-03,-710.9E-03,-1.7496E+00,+2.0136E+00
-4.8800E+00,-696.7E-03,-710.9E-03,-1.7496E+00,+2.0136E+00
-4.8700E+00,-697.5E-03,-710.9E-03,-1.7496E+00,+2.0136E+00
-4.8600E+00,-698.7E-03,-712.9E-03,-1.7496E+00,+2.0116E+00
-4.8500E+00,-700.6E-03,-714.8E-03,-1.7496E+00,+2.0136E+00
-4.8400E+00,-701.8E-03,-716.8E-03,-1.7496E+00,+2.0136E+00
-4.8300E+00,-701.8E-03,-716.8E-03,-1.7477E+00,+2.0116E+00
-4.8200E+00,-702.2E-03,-716.8E-03,-1.7496E+00,+2.0136E+00
-4.8100E+00,-703.4E-03,-716.8E-03,-1.7496E+00,+2.0116E+00
-4.8000E+00,-704.5E-03,-718.7E-03,-1.7496E+00,+2.0136E+00
-4.7900E+00,-706.1E-03,-720.7E-03,-1.7496E+00,+2.0116E+00
-4.7800E+00,-708.4E-03,-722.7E-03,-1.7477E+00,+2.0116E+00
-4.7700E+00,-710.0E-03,-724.6E-03,-1.7477E+00,+2.0116E+00
