x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-5.0000E+00,-445.3E-03,+830.1E-03,+1.1250E+00,-1.2168E+00
-4.9900E+00,-503.9E-03,+410.2E-03,+666.0E-03,-709.0E-03
-4.9800E+00,-582.0E-03,-87.9E-03,+753.9E-03,-806.6E-03
-4.9700E+00,-601.6E-03,-146.5E-03,+1.1445E+00,-1.2461E+00
-4.9600E+00,-562.5E-03,+166.0E-03,+1.3691E+00,-1.4902E+00
-4.9500E+00,-523.4E-03,+439.5E-03,+1.2617E+00,-1.3730E+00
-4.9400E+00,-523.4E-03,+410.2E-03,+1.0273E+00,-1.1094E+00
-4.9300E+00,-552.7E-03,+195.3E-03,+929.7E-03,-1.0117E+00
-4.9200E+00,-582.0E-03,+58.6E-03,+1.0371E+00,-1.1289E+00
-4.9100E+00,-572.3E-03,+117.2E-03,+1.1836E+00,-1.2949E+00
-4.9000E+00,-552.7E-03,+253.9E-03,+1.2227E+00,-1.3340E+00
-4.8900E+00,-543.0E-03,+312.5E-03,+1.1445E+00,-1.2461E+00
-4.8800E+00,-552.7E-03,+263.7E-03,+1.0664E+00,-1.1582E+00
-4.8700E+00,-572.3E-03,+175.8E-03,+1.0664E+00,-1.1582E+00
-4.8600E+00,-572.3E-03,+156.3E-03,+1.1250E+00,-1.2266E+00
-4.8500E+00,-572.3E-03,+195.3E-03,+1.1738E+00,-1.2852E+00
-4.8400E+00,-562.5E-03,+244.1E-03,+1.1641E+00,-1.2754E+00
-4.8300E+00,-562.5E-03,+253.9E-03,+1.1348E+00,-1.2363E+00
-4.8200E+00,-572.3E-03,+214.8E-03,+1.1152E+00,-1.2070E+00
-4.8100E+00,-572.3E-03,+185.5E-03,+1.1250E+00,-1.2266E+00
-4.8000E+00,-582.0E-03,+195.3E-03,+1.1543E+00,-1.2559E+00
-4.7900E+00,-572.3E-03,+214.8E-03,+1.1641E+00,-1.2754E+00
-4.7800E+00,-572.3E-03,+224.6E-03,+1.1641E+00,-1.2656E+00
-4.7700E+00,-572.3E-03,+224.6E-03,+1.1543E+00,-1.2559E+00
